id	prices_returnpolicy	prices_shipping	prices_size	prices_source	prices_sourceurls	prices_warranty	quantities	reviews	sizes	skus
AVpfFVg-1cnluZ0-di18					https://www.walmart.com/ip/Lacoste-Mens-Mokara-416-Sneakers-in-Dark-Grey/144907601					
AVpe8eQRilAPnD_xRdkQ					https://www.walmart.com/ip/Rubies-Costume-Adult-Mens-Regency-Plush-Santa-Claus-Christmas-Suit-X-Large/39151095				XL	"[{""sourceURLs"":[""http://www.ebay.com/itm/Rubies-Costume-Adult-Mens-Regency-Plush-Santa-Claus-Christmas-Suit-X-Large-/390902748131?hash=item5b039e93e3:g:xRMAAOSwibFUXbi4""],""value"":""390902748131""}]"
AVpe8eQRilAPnD_xRdkQ					https://www.walmart.com/ip/Rubies-Costume-Adult-Mens-Regency-Plush-Santa-Claus-Christmas-Suit-X-Large/39151095				XL	"[{""sourceURLs"":[""http://www.ebay.com/itm/Rubies-Costume-Adult-Mens-Regency-Plush-Santa-Claus-Christmas-Suit-X-Large-/390902748131?hash=item5b039e93e3:g:xRMAAOSwibFUXbi4""],""value"":""390902748131""}]"
AVpe8eQRilAPnD_xRdkQ		FREE			http://www.ebay.com/itm/Rubies-Costume-Adult-Mens-Regency-Plush-Santa-Claus-Christmas-Suit-X-Large-/390902748131?hash=item5b039e93e3				XL	"[{""sourceURLs"":[""http://www.ebay.com/itm/Rubies-Costume-Adult-Mens-Regency-Plush-Santa-Claus-Christmas-Suit-X-Large-/390902748131?hash=item5b039e93e3:g:xRMAAOSwibFUXbi4""],""value"":""390902748131""}]"
AVpfFSDs1cnluZ0-dhoW		FREE			http://www.ebay.com/itm/Men-Boxer-Underwear-Shorts-Modal-Male-Underpants-Sexy-Briefs-Undies-Trunks-M-XXL-/222006436475?var=&hash=item33b09d627b					"[{""sourceURLs"":[""http://www.ebay.com/itm/Men-Boxer-Underwear-Shorts-Modal-Male-Underpants-Sexy-Briefs-Undies-Trunks-M-XXL-/222006436475?var=&hash=item33b09d627b""],""value"":""222006436475""}]"
AVpfB4DRLJeJML43007A					https://www.walmart.com/ip/Puma-x-Rise-Blaze-of-Glory-Men-Round-Toe-Leather-Red-Sneakers/137555882				10,10.5,11,11.5,12,13,8,8.5,9,9.5	
AVpfB4DRLJeJML43007A					https://www.walmart.com/ip/Puma-x-Rise-Blaze-of-Glory-Men-Round-Toe-Leather-Red-Sneakers/137555882				10,10.5,11,11.5,12,13,8,8.5,9,9.5	
AVpfDweJilAPnD_xUBrV					https://www.walmart.com/ip/Filament-Metric-Men-Round-Toe-Suede-Skate-Shoe/130332193				7	
AVpfDweJilAPnD_xUBrV					https://www.walmart.com/ip/Filament-Metric-Men-Round-Toe-Suede-Skate-Shoe/130332193				7	
AVpfDweJilAPnD_xUBrV					https://www.walmart.com/ip/Filament-Metric-Men-Round-Toe-Suede-Skate-Shoe/130332193				7	
AVpfDweJilAPnD_xUBrV					https://www.walmart.com/ip/Filament-Metric-Men-Round-Toe-Suede-Skate-Shoe/130332193				7	
AVpfB-8RLJeJML4303Xb		FREE			http://www.ebay.com/itm/American-Fighter-by-Affliction-North-Creek-Board-Shorts-Black-Camo-38-waist-/121899874783?hash=item1c61cc79df:g:a6MAAOSw~OVW1MrZ					"[{""sourceURLs"":[""http://www.ebay.com/itm/American-Fighter-by-Affliction-North-Creek-Board-Shorts-Black-Camo-38-waist-/121899874783?hash=item1c61cc79df:g:a6MAAOSw~OVW1MrZ""],""value"":""121899874783""}]"
AVpfJEaqLJeJML433Rz6					http://www.walmart.com/ip/Toms-Mens-Classic-Burlap-Slip-On-Casual-Loafer-Shoe-Black-US-9/47409791					
AVpfJEaqLJeJML433Rz6					http://www.walmart.com/ip/Toms-Mens-Classic-Burlap-Slip-On-Casual-Loafer-Shoe-Black-US-9/47409791					
AVpfIBrDilAPnD_xVevt		AUD 25.00			http://www.ebay.com.au/itm/Polarized-Sunglasses-Maui-Jim-Bamboo-Forest-415-02-j-new-/121850703234?hash=item1c5ede2d82:g:V~8AAOSwhkRWgPUI					"[{""sourceURLs"":[""http://www.ebay.com.au/itm/Polarized-Sunglasses-Maui-Jim-Bamboo-Forest-415-02-j-new-/121850703234?hash=item1c5ede2d82:g:V~8AAOSwhkRWgPUI""],""value"":""121850703234""}]"
AVpe7Bp0ilAPnD_xQ8Sh		FREE			http://www.ebay.com/itm/Venum-Mens-Koi-Compression-Pants-Spats-MMA-Black-Medium-/111947876490?hash=item1a109d088a:g:8iwAAOSwzvlW9ar5					"[{""sourceURLs"":[""http://www.ebay.com/itm/Venum-Mens-Koi-Compression-Pants-Spats-MMA-Black-Medium-/111947876490?hash=item1a109d088a:g:8iwAAOSwzvlW9ar5""],""value"":""111947876490""}]"
AVpfJHn81cnluZ0-e0n7					http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM7881523223&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153					"[{""sourceURLs"":[""http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM7881523223&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153""],""value"":""SPM7881523223""}]"
AVpfJHn81cnluZ0-e0n7					http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM7881523223&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153					"[{""sourceURLs"":[""http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM7881523223&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153""],""value"":""SPM7881523223""}]"
AVpfEsCZ1cnluZ0-dUFR					http://www.ebay.com/itm/NEW-MENS-ADIDAS-TS-BOUNCE-COMMANDER-BLACK-BASKETBALL-SHOES-SIZE-10-1-2-NIB-/131731151807?hash=item1eabc9dbbf:g:11AAAOSw~bFWOix9				11.5	"[{""sourceURLs"":[""http://www.ebay.com/itm/NEW-MENS-ADIDAS-TS-BOUNCE-COMMANDER-BLACK-BASKETBALL-SHOES-SIZE-10-1-2-NIB-/131731151807?hash=item1eabc9dbbf:g:11AAAOSw~bFWOix9""],""value"":""131731151807""}]"
AVpfJJUsilAPnD_xV3O7		FREE			http://www.ebay.com/itm/Genuine-Leather-Backpack-Chest-Pack-Daypack-Sling-Bag-Shoulder-Bag-New-/281721833452?hash=item4197ee07ec:g:4xYAAOSwKrhVfG6W					"[{""sourceURLs"":[""http://www.ebay.com/itm/Genuine-Leather-Backpack-Chest-Pack-Daypack-Sling-Bag-Shoulder-Bag-New-/281721833452?hash=item4197ee07ec:g:4xYAAOSwKrhVfG6W""],""value"":""281721833452""}]"
AVpfAqU7LJeJML430ZHS		free			https://www.amazon.ca/SOFIAMORE-Shoes-Casual-Canvas-Slippers/dp/B0108EPES0,http://www.amazon.ca/SOFIAMORE-Shoes-Casual-Canvas-Slippers/dp/B0108EPES0					
AVpfElTsLJeJML431wPt					https://www.walmart.com/ip/Robert-Wayne-Highway-Men-US-11-Nude-Loafer/54110385				11.5,13,11,12	
AVpfElTsLJeJML431wPt					https://www.walmart.com/ip/Robert-Wayne-Highway-Men-US-11-Nude-Loafer/54110385				11.5,13,11,12	
AVpfElTsLJeJML431wPt					https://www.walmart.com/ip/Robert-Wayne-Highway-Men-US-11-Nude-Loafer/54110385				11.5,13,11,12	
AVpfElTsLJeJML431wPt					https://www.walmart.com/ip/Robert-Wayne-Highway-Men-US-11-Nude-Loafer/54110385				11.5,13,11,12	
AVpe854sLJeJML43zDcW					https://www.walmart.com/ip/Roper-Western-Boot-Boy-Leather-TPR-Bottom-Tan-Navy-09-018-0903-0302-TA/133966945					
AVpfJEMqLJeJML433RvY					https://www.walmart.com/ip/Puma-Roma-Ripstop-Men-Round-Toe-Canvas-White-Running-Shoe/104076298				10.5,11.5	
AVpfJEMqLJeJML433RvY					https://www.walmart.com/ip/Puma-Roma-Ripstop-Men-Round-Toe-Canvas-White-Running-Shoe/104076298				10.5,11.5	
AVpfJEMqLJeJML433RvY					https://www.walmart.com/ip/Puma-Roma-Ripstop-Men-Round-Toe-Canvas-White-Running-Shoe/104076298				10.5,11.5	
AVpfJEMqLJeJML433RvY					https://www.walmart.com/ip/Puma-Roma-Ripstop-Men-Round-Toe-Canvas-White-Running-Shoe/104076298				10.5,11.5	
AVpfG1nE1cnluZ0-eDSf		free			http://www.amazon.co.uk/3-Piece-Regular-Neckties-Silver-Black/dp/B01327C8C0			"[{""date"":""2015-09-18T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2015-12-11T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""Clips are very small and will barely cover 1/2 the length of a normal tie. Not worth the money or long wait!"",""title"":""Not worth it!"",""username"":""Sally""},{""date"":""2015-10-29T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2015-12-11T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""They're pretty standard tie bars and I would only use them for casual wear, but they look nice either way.You get what you pay for, so if you're looking for something fancy and dressy, then you'd probably want togo for something better, like a more expensive metal."",""title"":""They're pretty standard tie bars and I would only use them ..."",""username"":""Pen""},{""date"":""2015-10-03T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2015-12-11T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""Pros: - More solid than most and the plain bar look is niceCons: - The back clip part is a little too deep, which allows it to accommodate a thick tie but will stick up on most ties - The length is long for most modern ties and you should measure to see if it fits your ties before buying"",""title"":""- More solid than most and the plain bar look is nice Cons: - The back clip part is a ..."",""username"":""Theodore Love""},{""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2015-12-11T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""Product quality and look is well worth the price you pay. The metal isn't cheap and flimsy, it's fairly sturdy and has some great heft to it. Lools very sharp when written correctly. Product comes in a nice little velvet box that is perfect for some other small accessories. Only issue preventing it from getting 5 stars is that I feel the clips are too sharp, and there is a chance of damaging silk ties. If the retention clips could be duller, then this product is perfect."",""title"":""Amazing tie bars at a great price"",""username"":""Xiaoyi Xu""},{""date"":""2015-08-25T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2016-01-10T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""Great product, fast shipping!!! Excellent customer support from MensBodega. Will be a repeat customer. Thanks,"",""title"":""Five Stars"",""username"":""Danny B""},{""date"":""2015-10-31T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2016-01-10T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""I bought two pairs of the tie bar, one as a gift and the other for myself. Once they arrived (it took 2 days from their warehouse to my house), I inspected them and I wasn't surprised at all by the quality of it. Both were flawless out of the box, without scratches or smudges. Each clip came individually packaged inside the storage box. Previous reviews on this product were accurate. You will definitely get what you expect if not more. The clip is sturdy and hopefully it will serve me well for a while. The storage box it came with is also beautiful and makes a very nice packaging for a gift.I wear mine everyday at work and get compliments. I particularly like the gold tie bar. I will definitely purchase another set in the future. This is a great deal, if not, a steal for the price!"",""title"":""Great tie bar. Perfect accent to your wardrobe."",""username"":""Hanz Fernandez""},{""date"":""2015-10-19T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2015-12-11T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""These clips look quite nice on the front. The length is appropriate for a typical, professional tie. The visible surface has no marks, warps, or scratches.The back part of the clip clip, that goes behind your shirt, however is rather rough. On the sawtooth pattern that holds the clip in position, the actual finish of the edge of the metal is rough and catches on the fabric of my dress shirt. It is as if the back of the clip needs to be sanded and polished so it doesn't catch on the threads of the shirt.I was also somewhat surprised that the container had a way to fasten one of the three tie clips, but the other two just rattled around inside of the box. It appears that, by filling out a review, I'm going to get a box that I would have liked in the first place. Anything for a review I guess . . ."",""title"":""Look decent, feel cheap."",""username"":""Dash""},{""date"":""2015-10-31T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2016-01-10T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""The GQ Tie Bar 3-Piece Set works for me!!! It fits my regular size ties and gives me the ability to change it up with the different tie clips. I will be purchasing the 3-Piece Set for the skinny ties as well. I haven't had any issues with these and don't see why I would."",""title"":""Tie Bars"",""username"":""Amazon Customer""}]"		
AVpfG1nE1cnluZ0-eDSf		free			http://www.amazon.co.uk/5-4cm-Traditional-Neckties-Silver-Gift-Boxed/dp/B01327C8C0			"[{""date"":""2015-09-18T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2015-12-11T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""Clips are very small and will barely cover 1/2 the length of a normal tie. Not worth the money or long wait!"",""title"":""Not worth it!"",""username"":""Sally""},{""date"":""2015-10-29T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2015-12-11T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""They're pretty standard tie bars and I would only use them for casual wear, but they look nice either way.You get what you pay for, so if you're looking for something fancy and dressy, then you'd probably want togo for something better, like a more expensive metal."",""title"":""They're pretty standard tie bars and I would only use them ..."",""username"":""Pen""},{""date"":""2015-10-03T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2015-12-11T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""Pros: - More solid than most and the plain bar look is niceCons: - The back clip part is a little too deep, which allows it to accommodate a thick tie but will stick up on most ties - The length is long for most modern ties and you should measure to see if it fits your ties before buying"",""title"":""- More solid than most and the plain bar look is nice Cons: - The back clip part is a ..."",""username"":""Theodore Love""},{""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2015-12-11T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""Product quality and look is well worth the price you pay. The metal isn't cheap and flimsy, it's fairly sturdy and has some great heft to it. Lools very sharp when written correctly. Product comes in a nice little velvet box that is perfect for some other small accessories. Only issue preventing it from getting 5 stars is that I feel the clips are too sharp, and there is a chance of damaging silk ties. If the retention clips could be duller, then this product is perfect."",""title"":""Amazing tie bars at a great price"",""username"":""Xiaoyi Xu""},{""date"":""2015-08-25T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2016-01-10T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""Great product, fast shipping!!! Excellent customer support from MensBodega. Will be a repeat customer. Thanks,"",""title"":""Five Stars"",""username"":""Danny B""},{""date"":""2015-10-31T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2016-01-10T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""I bought two pairs of the tie bar, one as a gift and the other for myself. Once they arrived (it took 2 days from their warehouse to my house), I inspected them and I wasn't surprised at all by the quality of it. Both were flawless out of the box, without scratches or smudges. Each clip came individually packaged inside the storage box. Previous reviews on this product were accurate. You will definitely get what you expect if not more. The clip is sturdy and hopefully it will serve me well for a while. The storage box it came with is also beautiful and makes a very nice packaging for a gift.I wear mine everyday at work and get compliments. I particularly like the gold tie bar. I will definitely purchase another set in the future. This is a great deal, if not, a steal for the price!"",""title"":""Great tie bar. Perfect accent to your wardrobe."",""username"":""Hanz Fernandez""},{""date"":""2015-10-19T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2015-12-11T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""These clips look quite nice on the front. The length is appropriate for a typical, professional tie. The visible surface has no marks, warps, or scratches.The back part of the clip clip, that goes behind your shirt, however is rather rough. On the sawtooth pattern that holds the clip in position, the actual finish of the edge of the metal is rough and catches on the fabric of my dress shirt. It is as if the back of the clip needs to be sanded and polished so it doesn't catch on the threads of the shirt.I was also somewhat surprised that the container had a way to fasten one of the three tie clips, but the other two just rattled around inside of the box. It appears that, by filling out a review, I'm going to get a box that I would have liked in the first place. Anything for a review I guess . . ."",""title"":""Look decent, feel cheap."",""username"":""Dash""},{""date"":""2015-10-31T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2016-01-10T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""The GQ Tie Bar 3-Piece Set works for me!!! It fits my regular size ties and gives me the ability to change it up with the different tie clips. I will be purchasing the 3-Piece Set for the skinny ties as well. I haven't had any issues with these and don't see why I would."",""title"":""Tie Bars"",""username"":""Amazon Customer""}]"		
AVpfG1nE1cnluZ0-eDSf		free			https://www.walmart.com/ip/3-Pc-Mens-Tie-Bar-Pinch-Clip-Set-for-Regular-Ties-2-1-Inch-Silver-Tone-Black-Gold-tone/157143637			"[{""date"":""2015-09-18T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2015-12-11T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""Clips are very small and will barely cover 1/2 the length of a normal tie. Not worth the money or long wait!"",""title"":""Not worth it!"",""username"":""Sally""},{""date"":""2015-10-29T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2015-12-11T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""They're pretty standard tie bars and I would only use them for casual wear, but they look nice either way.You get what you pay for, so if you're looking for something fancy and dressy, then you'd probably want togo for something better, like a more expensive metal."",""title"":""They're pretty standard tie bars and I would only use them ..."",""username"":""Pen""},{""date"":""2015-10-03T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2015-12-11T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""Pros: - More solid than most and the plain bar look is niceCons: - The back clip part is a little too deep, which allows it to accommodate a thick tie but will stick up on most ties - The length is long for most modern ties and you should measure to see if it fits your ties before buying"",""title"":""- More solid than most and the plain bar look is nice Cons: - The back clip part is a ..."",""username"":""Theodore Love""},{""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2015-12-11T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""Product quality and look is well worth the price you pay. The metal isn't cheap and flimsy, it's fairly sturdy and has some great heft to it. Lools very sharp when written correctly. Product comes in a nice little velvet box that is perfect for some other small accessories. Only issue preventing it from getting 5 stars is that I feel the clips are too sharp, and there is a chance of damaging silk ties. If the retention clips could be duller, then this product is perfect."",""title"":""Amazing tie bars at a great price"",""username"":""Xiaoyi Xu""},{""date"":""2015-08-25T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2016-01-10T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""Great product, fast shipping!!! Excellent customer support from MensBodega. Will be a repeat customer. Thanks,"",""title"":""Five Stars"",""username"":""Danny B""},{""date"":""2015-10-31T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2016-01-10T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""I bought two pairs of the tie bar, one as a gift and the other for myself. Once they arrived (it took 2 days from their warehouse to my house), I inspected them and I wasn't surprised at all by the quality of it. Both were flawless out of the box, without scratches or smudges. Each clip came individually packaged inside the storage box. Previous reviews on this product were accurate. You will definitely get what you expect if not more. The clip is sturdy and hopefully it will serve me well for a while. The storage box it came with is also beautiful and makes a very nice packaging for a gift.I wear mine everyday at work and get compliments. I particularly like the gold tie bar. I will definitely purchase another set in the future. This is a great deal, if not, a steal for the price!"",""title"":""Great tie bar. Perfect accent to your wardrobe."",""username"":""Hanz Fernandez""},{""date"":""2015-10-19T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2015-12-11T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""These clips look quite nice on the front. The length is appropriate for a typical, professional tie. The visible surface has no marks, warps, or scratches.The back part of the clip clip, that goes behind your shirt, however is rather rough. On the sawtooth pattern that holds the clip in position, the actual finish of the edge of the metal is rough and catches on the fabric of my dress shirt. It is as if the back of the clip needs to be sanded and polished so it doesn't catch on the threads of the shirt.I was also somewhat surprised that the container had a way to fasten one of the three tie clips, but the other two just rattled around inside of the box. It appears that, by filling out a review, I'm going to get a box that I would have liked in the first place. Anything for a review I guess . . ."",""title"":""Look decent, feel cheap."",""username"":""Dash""},{""date"":""2015-10-31T00:00:00Z"",""dateAdded"":""2016-03-30T17:19:34Z"",""dateSeen"":[""2016-01-10T00:00:00Z""],""sourceURLs"":[""http://www.amazon.com/Clip-Regular-Silver-Tone-Black-Gold-tone/dp/B01327C8C0""],""text"":""The GQ Tie Bar 3-Piece Set works for me!!! It fits my regular size ties and gives me the ability to change it up with the different tie clips. I will be purchasing the 3-Piece Set for the skinny ties as well. I haven't had any issues with these and don't see why I would."",""title"":""Tie Bars"",""username"":""Amazon Customer""}]"		
AVpfI-6OLJeJML433P81		FREE			http://www.ebay.com/itm/NEW-Mens-9-11-NIKE-Hypervenom-Phelon-II-FG-Hyper-Grape-Purple-Volt-Soccer-Cleats-/142018471414?var=&hash=item2110f5e5f6:m:mz2wXXvAjQ6GwXTTgwSkSUw					"[{""sourceURLs"":[""http://www.ebay.com/itm/NEW-Mens-10-5-12-NIKE-Hypervenom-Phelon-II-FG-Total-Orange-Black-Soccer-Cleats-/141969837963?var=&hash=item210e0fcf8b:m:mAVzBkCDysx7fNaKOQYx3Ew""],""value"":""141969837963""}]"
AVpfI-6OLJeJML433P81		FREE			http://www.ebay.com/itm/NEW-Mens-10-5-12-NIKE-Hypervenom-Phelon-II-FG-Total-Orange-Black-Soccer-Cleats-/141969837963?var=&hash=item210e0fcf8b:m:mAVzBkCDysx7fNaKOQYx3Ew					"[{""sourceURLs"":[""http://www.ebay.com/itm/NEW-Mens-10-5-12-NIKE-Hypervenom-Phelon-II-FG-Total-Orange-Black-Soccer-Cleats-/141969837963?var=&hash=item210e0fcf8b:m:mAVzBkCDysx7fNaKOQYx3Ew""],""value"":""141969837963""}]"
